id,race,sex,age,juv_fel_count,juv_misd_count,priors_count,charge_id,charge_degree (misd/fel),compas_decile_score,two_year_recid,compas_guess
2170,Black,Male,21,0,0,1,187,1,8,No recid.,Did recid.
2171,Black,Male,22,0,0,1,303,1,7,No recid.,Did recid.
2176,Caucasian,Male,42,0,0,1,45,0,3,Did recid.,No recid.
2178,Black,Male,26,0,0,3,303,1,4,Did recid.,No recid.
2179,Black,Male,54,0,0,9,28,0,1,No recid.,No recid.
2180,Other,Male,39,0,0,1,280,1,2,Did recid.,No recid.
2181,Black,Male,30,2,0,20,170,1,9,Did recid.,Did recid.
2182,Black,Female,26,0,0,1,190,1,6,Did recid.,Did recid.
2183,Black,Male,41,0,0,0,31,0,1,No recid.,No recid.
2184,Caucasian,Male,23,1,0,5,423,0,5,Did recid.,Did recid.
2186,Caucasian,Male,43,0,0,1,169,1,2,Did recid.,No recid.
2188,Black,Male,22,0,0,0,374,0,3,Did recid.,No recid.
2190,Hispanic,Male,42,0,0,3,127,0,5,No recid.,Did recid.
2193,Caucasian,Female,27,0,0,6,190,1,3,Did recid.,No recid.
2194,Black,Female,42,0,0,2,28,0,3,No recid.,No recid.
2195,Black,Male,25,0,0,8,190,1,6,Did recid.,Did recid.
2196,Black,Male,49,0,0,4,45,0,2,No recid.,No recid.
2197,Black,Male,26,1,0,7,28,1,9,Did recid.,Did recid.
2198,Caucasian,Male,52,0,0,1,172,1,1,No recid.,No recid.
2201,Caucasian,Female,60,0,0,2,10,1,1,No recid.,No recid.
2205,Black,Female,23,0,0,0,45,0,6,No recid.,Did recid.
2206,Black,Male,30,0,0,2,127,0,7,No recid.,Did recid.
2207,Black,Male,48,0,0,9,28,1,6,Did recid.,Did recid.
2208,Black,Male,32,0,0,2,129,1,7,Did recid.,Did recid.
2209,Hispanic,Male,28,0,0,3,169,1,3,Did recid.,No recid.
2211,Black,Male,24,0,0,5,172,1,7,Did recid.,Did recid.
2212,Black,Female,26,0,0,3,229,1,5,Did recid.,Did recid.
2215,Black,Male,22,0,0,3,28,1,5,Did recid.,Did recid.
2216,Black,Male,44,0,0,2,172,1,2,No recid.,No recid.
2217,Caucasian,Male,32,0,0,3,170,1,4,No recid.,No recid.
2218,Black,Female,27,0,0,1,45,0,2,No recid.,No recid.
2220,Black,Male,52,0,0,15,128,0,4,Did recid.,No recid.
2221,Caucasian,Male,61,0,0,3,45,0,2,Did recid.,No recid.
2222,Black,Male,69,0,0,3,45,0,1,No recid.,No recid.
2223,Other,Male,51,0,0,2,190,1,1,No recid.,No recid.
2224,Caucasian,Female,21,0,0,1,190,1,6,No recid.,Did recid.
2226,Caucasian,Male,31,1,0,2,283,0,6,Did recid.,Did recid.
2228,Black,Male,19,0,2,3,190,1,4,Did recid.,No recid.
2231,Black,Male,24,0,5,12,28,0,9,Did recid.,Did recid.
2233,Caucasian,Male,24,0,0,3,190,1,8,Did recid.,Did recid.
2234,Hispanic,Male,57,0,0,3,129,1,1,No recid.,No recid.
2235,Caucasian,Male,30,0,0,6,28,1,7,No recid.,Did recid.
2236,Black,Male,43,0,0,4,369,1,1,Did recid.,No recid.
2237,Black,Male,24,0,0,4,190,1,7,No recid.,Did recid.
2239,Caucasian,Female,30,0,0,7,28,0,7,No recid.,Did recid.
2240,Black,Male,25,0,0,5,218,1,9,Did recid.,Did recid.
2243,Caucasian,Male,57,0,0,0,28,0,2,Did recid.,No recid.
2245,Caucasian,Female,56,0,0,1,174,1,8,No recid.,Did recid.
2246,Black,Male,21,0,0,1,28,1,8,No recid.,Did recid.
2247,Black,Male,31,3,0,6,336,1,10,Did recid.,Did recid.
2248,Black,Female,23,0,0,1,28,1,9,No recid.,Did recid.
2250,Black,Male,30,1,0,15,65,1,10,Did recid.,Did recid.
2252,Other,Male,42,0,0,1,133,0,1,No recid.,No recid.
2256,Caucasian,Male,64,0,0,0,357,1,3,No recid.,No recid.
2258,Caucasian,Female,21,0,0,0,190,1,6,Did recid.,Did recid.
2259,Black,Male,36,0,0,5,28,1,3,No recid.,No recid.
2261,Black,Female,50,0,0,1,28,1,1,No recid.,No recid.
2262,Black,Male,23,0,0,0,45,0,3,Did recid.,No recid.
2263,Native American,Male,28,0,0,2,280,1,3,No recid.,No recid.
2268,Caucasian,Female,25,0,0,5,297,1,7,No recid.,Did recid.
2269,Black,Female,47,0,0,1,15,1,6,No recid.,Did recid.
2271,Black,Male,28,0,0,7,28,1,8,Did recid.,Did recid.
2272,Hispanic,Male,53,0,0,4,28,1,10,No recid.,Did recid.
2274,Caucasian,Male,54,0,0,14,45,0,4,Did recid.,No recid.
2276,Other,Male,37,0,0,6,45,0,1,No recid.,No recid.
2277,Caucasian,Male,25,0,0,5,28,0,9,Did recid.,Did recid.
2278,Caucasian,Male,63,0,0,0,45,0,1,Did recid.,No recid.
2279,Black,Male,35,0,0,2,31,0,7,No recid.,Did recid.
2280,Black,Male,20,9,0,9,28,1,4,Did recid.,No recid.
2281,Hispanic,Male,26,0,0,0,45,0,1,Did recid.,No recid.
2282,Black,Male,32,0,0,2,28,1,3,No recid.,No recid.
2283,Black,Male,25,0,0,8,45,0,10,Did recid.,Did recid.
2284,Caucasian,Male,33,0,0,0,45,0,1,No recid.,No recid.
2285,Black,Male,29,0,0,7,28,1,3,No recid.,No recid.
2286,Hispanic,Male,27,0,0,2,283,0,4,No recid.,No recid.
2287,Black,Male,37,1,0,12,123,0,9,Did recid.,Did recid.
2289,Caucasian,Female,20,0,2,3,45,0,10,Did recid.,Did recid.
2290,Black,Male,32,0,0,1,246,1,2,Did recid.,No recid.
2291,Caucasian,Male,72,0,0,1,128,0,1,No recid.,No recid.
2292,Caucasian,Male,38,0,0,0,306,1,1,No recid.,No recid.
2293,Caucasian,Male,40,0,0,0,306,1,2,No recid.,No recid.
2294,Caucasian,Male,23,0,0,0,58,1,3,No recid.,No recid.
2297,Caucasian,Male,21,0,0,5,268,1,8,Did recid.,Did recid.
2299,Caucasian,Male,27,0,0,4,280,1,7,Did recid.,Did recid.
2300,Caucasian,Male,55,0,0,13,306,1,6,Did recid.,Did recid.
2301,Black,Male,23,0,3,5,64,1,9,Did recid.,Did recid.
2303,Caucasian,Female,41,0,0,0,45,0,1,No recid.,No recid.
2306,Caucasian,Male,56,0,0,1,45,0,1,No recid.,No recid.
2307,Caucasian,Male,55,0,0,11,28,0,7,No recid.,Did recid.
2309,Hispanic,Female,23,0,0,0,306,1,6,Did recid.,Did recid.
2310,Black,Male,28,0,0,3,280,1,2,No recid.,No recid.
2311,Other,Male,31,0,0,2,28,1,2,Did recid.,No recid.
2314,Black,Male,56,0,0,3,242,0,2,No recid.,No recid.
2316,Caucasian,Male,53,0,0,0,45,0,1,No recid.,No recid.
2317,Black,Male,27,0,0,6,317,1,5,Did recid.,Did recid.
2318,Caucasian,Male,22,0,0,0,190,1,5,Did recid.,Did recid.
2320,Black,Female,22,0,0,0,190,1,4,Did recid.,No recid.
2321,Black,Male,33,0,0,7,426,0,6,Did recid.,Did recid.
2322,Black,Male,34,0,0,15,28,1,7,No recid.,Did recid.
2324,Hispanic,Male,22,0,0,0,45,0,3,Did recid.,No recid.
2326,Black,Male,32,0,0,12,306,1,8,No recid.,Did recid.
2327,Black,Male,47,4,0,14,190,1,9,Did recid.,Did recid.
2328,Asian,Male,24,0,0,0,133,0,2,No recid.,No recid.
2329,Black,Male,25,0,4,14,186,1,10,Did recid.,Did recid.
2332,Caucasian,Male,56,0,0,0,169,1,1,No recid.,No recid.
2334,Hispanic,Male,36,0,0,1,18,1,4,Did recid.,No recid.
2335,Black,Male,28,0,0,4,60,1,6,Did recid.,Did recid.
2336,Black,Male,20,2,0,2,190,1,9,Did recid.,Did recid.
2338,Hispanic,Male,59,0,0,0,133,0,1,No recid.,No recid.
2339,Caucasian,Female,27,0,0,1,28,1,7,Did recid.,Did recid.
2342,Black,Female,29,0,0,11,306,1,8,No recid.,Did recid.
2343,Caucasian,Male,72,0,0,3,28,1,1,No recid.,No recid.
2344,Black,Female,24,0,0,2,31,0,7,Did recid.,Did recid.
2349,Black,Male,45,0,0,3,35,1,9,No recid.,Did recid.
2350,Black,Male,30,0,0,7,31,0,10,Did recid.,Did recid.
2352,Black,Male,45,0,0,0,45,0,1,No recid.,No recid.
2353,Caucasian,Male,47,0,0,0,45,0,1,No recid.,No recid.
2354,Black,Male,24,0,0,0,53,1,3,Did recid.,No recid.
2355,Black,Male,20,0,0,0,45,0,3,Did recid.,No recid.
2356,Caucasian,Male,51,0,0,6,28,1,1,Did recid.,No recid.
2357,Black,Male,34,0,0,2,341,0,3,No recid.,No recid.
2360,Hispanic,Male,22,0,0,2,28,1,3,No recid.,No recid.
2361,Caucasian,Female,49,0,0,2,426,0,2,Did recid.,No recid.
2363,Caucasian,Male,41,0,0,5,172,1,1,No recid.,No recid.
2365,Caucasian,Male,49,0,0,1,336,1,3,No recid.,No recid.
2366,Hispanic,Male,26,0,0,0,45,0,1,No recid.,No recid.
2367,Caucasian,Female,34,0,0,2,418,1,3,Did recid.,No recid.
2370,Black,Female,28,0,0,0,45,0,3,No recid.,No recid.
2371,Caucasian,Male,33,0,0,2,127,0,2,No recid.,No recid.
2372,Black,Male,46,0,0,0,129,1,7,No recid.,Did recid.
2374,Black,Male,21,0,0,0,124,0,4,No recid.,No recid.
2376,Black,Male,26,0,1,14,246,1,9,Did recid.,Did recid.
2380,Hispanic,Female,28,0,0,2,28,0,5,No recid.,Did recid.
2381,Hispanic,Male,48,0,0,1,28,1,1,Did recid.,No recid.
2382,Black,Male,58,0,0,24,175,1,6,Did recid.,Did recid.
2383,Other,Male,29,0,0,0,246,1,1,No recid.,No recid.
2385,Black,Female,20,0,0,2,28,1,10,Did recid.,Did recid.
2386,Black,Male,28,0,0,0,283,0,4,Did recid.,No recid.
2387,Caucasian,Male,21,0,0,0,190,1,8,Did recid.,Did recid.
2388,Other,Male,26,0,0,0,64,1,7,No recid.,Did recid.
2389,Black,Male,34,0,0,3,28,0,1,No recid.,No recid.
2390,Black,Male,32,2,0,15,129,1,8,Did recid.,Did recid.
2392,Black,Male,38,0,0,10,343,1,4,Did recid.,No recid.
2393,Black,Male,22,0,0,0,65,1,3,No recid.,No recid.
2394,Caucasian,Male,42,0,0,2,306,1,5,Did recid.,Did recid.
2396,Caucasian,Female,57,0,0,0,122,0,4,No recid.,No recid.
2398,Caucasian,Female,56,0,0,1,336,1,1,No recid.,No recid.
2399,Hispanic,Male,32,0,0,2,426,0,5,Did recid.,Did recid.
2400,Black,Male,30,0,2,11,372,1,8,No recid.,Did recid.
2401,Black,Male,29,0,0,2,127,0,1,No recid.,No recid.
2402,Black,Male,46,0,0,15,129,1,7,Did recid.,Did recid.
2404,Black,Male,36,2,0,5,272,1,10,No recid.,Did recid.
2405,Black,Female,24,0,0,0,167,1,3,No recid.,No recid.
2406,Black,Female,70,0,0,1,28,1,1,No recid.,No recid.
2407,Hispanic,Male,21,0,0,0,280,1,6,Did recid.,Did recid.
2408,Caucasian,Female,45,0,0,1,45,0,1,No recid.,No recid.
2410,Hispanic,Female,33,0,0,2,426,0,4,No recid.,No recid.
2411,Black,Female,39,0,1,6,190,1,5,No recid.,Did recid.
2412,Caucasian,Male,25,0,1,6,28,1,4,No recid.,No recid.
2415,Hispanic,Male,48,0,0,1,133,0,1,No recid.,No recid.
2416,Caucasian,Female,32,0,0,1,133,0,2,Did recid.,No recid.
2418,Caucasian,Male,46,0,0,0,97,1,1,No recid.,No recid.
2420,Caucasian,Male,28,0,0,0,45,0,2,Did recid.,No recid.
2421,Caucasian,Male,32,0,0,1,133,0,2,No recid.,No recid.
2422,Black,Male,27,0,0,1,190,1,2,No recid.,No recid.
2425,Caucasian,Male,43,0,0,11,174,1,7,Did recid.,Did recid.
2426,Caucasian,Male,56,0,0,5,28,1,5,Did recid.,Did recid.
2427,Black,Male,30,0,0,9,306,1,10,Did recid.,Did recid.
2428,Black,Male,35,0,4,12,252,1,9,No recid.,Did recid.
2429,Caucasian,Male,29,0,0,1,306,1,3,No recid.,No recid.
2430,Black,Male,54,0,0,8,306,1,1,Did recid.,No recid.
2431,Caucasian,Female,20,0,0,0,306,1,4,No recid.,No recid.
2432,Black,Male,29,0,0,0,169,1,1,No recid.,No recid.
2437,Other,Male,28,0,0,3,28,1,2,No recid.,No recid.
2438,Asian,Male,67,0,0,0,45,0,1,No recid.,No recid.
2439,Black,Female,46,0,0,1,127,0,5,No recid.,Did recid.
2441,Other,Male,25,0,0,0,74,1,2,No recid.,No recid.
2442,Black,Male,24,0,2,8,28,1,9,Did recid.,Did recid.
2443,Other,Male,29,0,0,3,418,1,6,No recid.,Did recid.
2444,Black,Male,45,0,0,2,69,0,6,No recid.,Did recid.
2445,Black,Male,31,0,0,5,28,1,5,Did recid.,Did recid.
2446,Caucasian,Male,23,0,0,0,15,1,3,Did recid.,No recid.
2448,Black,Male,21,0,0,0,190,1,8,Did recid.,Did recid.
2451,Caucasian,Male,61,0,0,0,128,0,1,No recid.,No recid.
2453,Caucasian,Female,51,0,0,5,45,0,7,Did recid.,Did recid.
2454,Other,Male,32,0,0,1,346,1,1,No recid.,No recid.
2456,Caucasian,Male,43,0,0,9,312,1,6,No recid.,Did recid.
2457,Other,Male,32,0,0,0,45,0,1,No recid.,No recid.
2459,Black,Male,36,0,0,0,172,1,5,No recid.,Did recid.
2460,Caucasian,Male,58,0,0,3,175,1,4,Did recid.,No recid.
2462,Black,Male,32,0,0,1,122,0,2,No recid.,No recid.
2464,Black,Male,57,0,0,12,306,1,9,No recid.,Did recid.
2465,Black,Male,37,0,0,2,297,1,7,No recid.,Did recid.
2467,Black,Male,44,0,0,6,28,1,6,No recid.,Did recid.
2470,Black,Male,51,0,0,8,28,1,2,No recid.,No recid.
2471,Hispanic,Male,45,0,0,4,4,1,6,No recid.,Did recid.
2472,Caucasian,Male,28,0,0,9,242,0,8,No recid.,Did recid.
2474,Black,Male,45,0,0,8,28,1,7,Did recid.,Did recid.
2475,Other,Male,48,0,0,1,28,1,1,No recid.,No recid.
2476,Black,Male,26,0,1,13,129,1,8,Did recid.,Did recid.
2477,Caucasian,Male,34,1,0,9,5,1,6,Did recid.,Did recid.
2478,Black,Male,25,0,0,0,10,1,3,No recid.,No recid.
2479,Black,Male,31,0,0,8,45,0,7,Did recid.,Did recid.
2480,Black,Male,43,0,0,1,28,1,1,No recid.,No recid.
2482,Black,Male,30,0,0,0,45,0,1,No recid.,No recid.
2484,Caucasian,Male,50,0,0,0,128,0,1,No recid.,No recid.
2485,Black,Female,31,0,0,2,186,1,2,No recid.,No recid.
2486,Caucasian,Female,33,0,0,7,45,0,6,No recid.,Did recid.
2487,Black,Male,32,0,0,1,163,1,5,Did recid.,Did recid.
2488,Caucasian,Female,46,0,0,0,45,0,1,Did recid.,No recid.
2489,Hispanic,Male,22,0,0,0,90,1,6,No recid.,Did recid.
2490,Black,Male,37,0,0,8,172,1,5,Did recid.,Did recid.
2493,Caucasian,Female,32,0,0,6,28,1,6,Did recid.,Did recid.
2494,Black,Female,23,0,0,2,190,1,7,Did recid.,Did recid.
2495,Caucasian,Male,21,0,0,0,246,1,5,No recid.,Did recid.
2496,Other,Male,22,0,0,1,190,1,9,No recid.,Did recid.
2497,Other,Male,52,0,0,2,28,1,1,No recid.,No recid.
2498,Caucasian,Male,49,0,0,2,45,0,2,No recid.,No recid.
2499,Caucasian,Male,55,0,0,3,306,1,7,Did recid.,Did recid.
2501,Black,Male,22,0,0,0,418,1,2,No recid.,No recid.
2502,Hispanic,Male,45,0,0,0,186,1,1,No recid.,No recid.
2503,Black,Female,31,0,0,7,172,1,5,Did recid.,Did recid.
2504,Caucasian,Male,22,0,0,0,242,0,2,Did recid.,No recid.
2507,Black,Male,28,0,0,5,283,0,6,No recid.,Did recid.
2509,Black,Male,21,0,0,1,190,1,5,Did recid.,Did recid.
2511,Hispanic,Male,37,0,0,2,144,0,3,No recid.,No recid.
2512,Black,Male,30,0,2,21,28,1,7,Did recid.,Did recid.
2513,Black,Male,22,0,0,13,251,1,10,Did recid.,Did recid.
2514,Black,Male,35,0,1,23,268,1,9,Did recid.,Did recid.
2515,Black,Male,28,2,1,11,179,1,10,No recid.,Did recid.
2516,Black,Male,24,0,0,1,129,1,3,No recid.,No recid.
2517,Black,Male,44,0,0,9,28,1,3,No recid.,No recid.
2518,Hispanic,Male,25,0,0,5,28,1,8,No recid.,Did recid.
2519,Black,Male,32,1,3,24,129,1,7,Did recid.,Did recid.
2520,Black,Male,29,0,0,5,35,1,3,Did recid.,No recid.
2521,Black,Female,24,0,0,1,190,1,5,No recid.,Did recid.
2523,Black,Male,57,0,0,19,172,1,3,No recid.,No recid.
2524,Other,Male,21,0,0,0,328,0,6,No recid.,Did recid.
2525,Caucasian,Male,28,0,0,0,86,1,2,No recid.,No recid.
2526,Caucasian,Male,51,0,0,0,45,0,1,No recid.,No recid.
2527,Black,Male,34,0,0,6,306,1,9,Did recid.,Did recid.
2529,Black,Male,26,0,0,0,409,0,2,Did recid.,No recid.
2530,Black,Male,20,0,0,0,302,1,6,Did recid.,Did recid.
2532,Black,Male,25,0,1,6,28,0,7,No recid.,Did recid.
2533,Caucasian,Male,19,0,0,0,45,0,6,Did recid.,Did recid.
2534,Caucasian,Male,49,0,0,1,28,1,1,Did recid.,No recid.
2536,Black,Male,57,0,0,27,28,0,10,No recid.,Did recid.
2537,Black,Female,27,0,0,0,45,0,2,No recid.,No recid.
2538,Caucasian,Male,66,0,0,1,28,0,1,No recid.,No recid.
2539,Black,Female,25,0,0,4,28,0,7,Did recid.,Did recid.
2540,Caucasian,Male,21,0,0,0,28,1,3,No recid.,No recid.
2541,Caucasian,Male,45,0,0,1,306,1,2,No recid.,No recid.
2542,Black,Male,38,0,0,6,14,1,6,Did recid.,Did recid.
2543,Black,Male,37,2,3,24,66,1,8,No recid.,Did recid.
2544,Caucasian,Male,44,0,0,13,90,1,9,Did recid.,Did recid.
2546,Black,Male,64,0,0,0,190,1,4,No recid.,No recid.
2548,Black,Male,30,0,0,1,112,1,6,Did recid.,Did recid.
2549,Black,Male,61,0,0,1,28,0,1,No recid.,No recid.
2550,Caucasian,Male,33,0,0,0,129,1,3,No recid.,No recid.
2554,Caucasian,Female,49,0,0,8,28,1,2,No recid.,No recid.
2556,Black,Male,23,0,0,0,379,1,7,No recid.,Did recid.
2557,Black,Male,33,0,0,14,336,1,8,No recid.,Did recid.
2560,Caucasian,Male,21,0,0,0,347,1,9,Did recid.,Did recid.
2561,Caucasian,Female,30,0,0,2,65,1,10,Did recid.,Did recid.
2562,Hispanic,Male,26,0,0,7,45,0,4,No recid.,No recid.
2564,Other,Male,35,0,0,3,45,0,1,Did recid.,No recid.
2566,Black,Male,27,0,0,2,283,0,9,No recid.,Did recid.
2567,Caucasian,Male,38,0,0,1,45,0,6,No recid.,Did recid.
2568,Black,Male,48,0,0,14,28,1,9,Did recid.,Did recid.
2569,Caucasian,Male,26,0,0,0,45,0,2,No recid.,No recid.
2571,Black,Male,24,0,1,4,306,1,8,Did recid.,Did recid.
2572,Black,Female,28,0,0,2,297,1,5,Did recid.,Did recid.
2573,Caucasian,Female,44,0,0,4,306,1,6,Did recid.,Did recid.
2574,Caucasian,Male,23,0,0,2,262,1,7,No recid.,Did recid.
2575,Caucasian,Female,34,0,0,1,28,1,6,Did recid.,Did recid.
2576,Caucasian,Male,20,0,1,1,58,1,5,Did recid.,Did recid.
2578,Other,Male,63,0,0,23,175,1,4,Did recid.,No recid.
2579,Black,Female,36,0,0,0,133,0,1,No recid.,No recid.
2580,Caucasian,Male,58,0,0,1,28,1,1,No recid.,No recid.
2581,Black,Male,25,0,0,7,28,1,7,Did recid.,Did recid.
2582,Caucasian,Male,46,0,0,5,28,0,3,No recid.,No recid.
2583,Caucasian,Female,35,0,0,4,170,1,3,No recid.,No recid.
2584,Black,Male,23,0,0,3,65,1,7,No recid.,Did recid.
2586,Caucasian,Male,40,0,0,1,42,1,1,No recid.,No recid.
2588,Hispanic,Male,31,0,0,3,377,1,3,No recid.,No recid.
2589,Hispanic,Female,34,0,0,5,218,1,4,No recid.,No recid.
2591,Black,Male,23,0,0,3,426,0,6,Did recid.,Did recid.
2592,Caucasian,Male,27,0,0,0,149,0,3,Did recid.,No recid.
2593,Black,Female,26,0,0,3,66,1,5,No recid.,Did recid.
2594,Black,Male,49,0,0,1,169,1,1,No recid.,No recid.
2595,Hispanic,Female,47,0,0,0,45,0,1,No recid.,No recid.
2599,Native American,Female,45,0,0,1,28,0,2,No recid.,No recid.
2602,Black,Male,47,0,0,6,36,1,2,No recid.,No recid.
2604,Black,Male,34,0,0,7,303,1,6,Did recid.,Did recid.
2605,Hispanic,Male,45,0,0,1,426,0,8,No recid.,Did recid.
2606,Black,Male,27,0,0,10,28,1,9,No recid.,Did recid.
2607,Caucasian,Female,52,0,0,0,45,0,1,No recid.,No recid.
2608,Black,Male,26,0,0,0,239,0,3,Did recid.,No recid.
2609,Black,Male,25,0,0,9,129,1,7,No recid.,Did recid.
2610,Black,Male,51,0,0,1,28,1,2,No recid.,No recid.
2611,Black,Female,29,0,0,1,335,0,2,No recid.,No recid.
2612,Black,Male,39,0,0,1,28,1,3,No recid.,No recid.
2613,Caucasian,Male,46,0,0,0,371,1,1,No recid.,No recid.
2614,Caucasian,Male,28,0,0,6,190,1,4,No recid.,No recid.
2615,Black,Male,57,0,0,0,169,1,1,No recid.,No recid.
2616,Hispanic,Male,23,0,0,2,350,1,5,No recid.,Did recid.
2618,Black,Male,34,0,0,27,175,1,9,Did recid.,Did recid.
2619,Black,Male,27,0,0,3,28,1,3,No recid.,No recid.
2620,Black,Male,25,0,0,7,423,0,9,Did recid.,Did recid.
2621,Caucasian,Male,31,0,0,1,190,1,7,Did recid.,Did recid.
2623,Black,Male,37,0,0,8,65,1,2,No recid.,No recid.
2624,Black,Male,51,0,0,0,306,1,2,Did recid.,No recid.
2625,Hispanic,Male,51,0,0,3,122,0,2,No recid.,No recid.
2630,Black,Male,28,0,1,8,336,1,6,No recid.,Did recid.
2632,Caucasian,Male,56,0,0,4,306,1,1,No recid.,No recid.
2633,Black,Male,45,0,0,15,35,1,9,Did recid.,Did recid.
2634,Caucasian,Male,26,0,0,7,61,1,6,Did recid.,Did recid.
2637,Caucasian,Male,33,0,0,7,169,1,8,Did recid.,Did recid.
2638,Caucasian,Male,23,0,0,0,45,0,4,No recid.,No recid.
2639,Black,Male,31,0,0,0,255,0,2,No recid.,No recid.
2641,Other,Male,31,0,0,0,45,0,3,No recid.,No recid.
2642,Hispanic,Male,19,1,0,1,28,1,9,No recid.,Did recid.
2643,Caucasian,Male,32,0,0,0,17,1,1,No recid.,No recid.
2644,Caucasian,Male,30,0,0,1,128,0,3,Did recid.,No recid.
2645,Hispanic,Female,48,0,0,9,28,1,6,No recid.,Did recid.
2649,Caucasian,Male,66,0,0,1,28,1,1,No recid.,No recid.
2650,Black,Female,40,0,0,0,189,1,1,No recid.,No recid.
2651,Black,Male,59,0,0,4,45,0,2,No recid.,No recid.
2652,Black,Male,25,0,0,5,28,1,7,No recid.,Did recid.
2654,Black,Male,27,0,0,3,207,0,7,No recid.,Did recid.
2655,Black,Male,22,0,0,0,190,1,3,No recid.,No recid.
2656,Caucasian,Male,58,0,0,1,165,1,1,No recid.,No recid.
2657,Black,Male,49,0,0,1,45,0,1,No recid.,No recid.
2658,Caucasian,Male,29,0,0,2,190,1,3,No recid.,No recid.
2661,Caucasian,Female,44,0,0,11,170,1,7,Did recid.,Did recid.
2662,Black,Male,24,0,0,2,65,1,4,No recid.,No recid.
2664,Black,Male,27,0,0,0,15,1,8,Did recid.,Did recid.
2666,Black,Female,34,0,0,5,336,1,5,Did recid.,Did recid.
2667,Caucasian,Male,24,0,0,0,297,1,5,No recid.,Did recid.
2668,Caucasian,Female,35,0,1,3,10,1,4,No recid.,No recid.
2669,Caucasian,Male,65,0,0,4,45,0,3,No recid.,No recid.
2671,Black,Male,29,0,2,7,190,1,8,Did recid.,Did recid.
2672,Black,Male,30,1,0,5,15,1,9,Did recid.,Did recid.
2673,Black,Male,23,0,1,1,292,1,2,No recid.,No recid.
2676,Caucasian,Male,32,0,0,2,311,1,4,Did recid.,No recid.
2677,Caucasian,Male,22,0,0,2,28,1,5,No recid.,Did recid.
2678,Black,Male,21,0,0,0,45,0,3,No recid.,No recid.
2679,Caucasian,Female,43,0,0,0,45,0,2,No recid.,No recid.
2680,Black,Male,29,0,0,0,260,1,8,No recid.,Did recid.
2681,Black,Male,43,0,0,1,344,1,3,No recid.,No recid.
2682,Black,Male,25,0,0,1,28,1,2,No recid.,No recid.
2683,Caucasian,Male,47,0,0,0,45,0,1,No recid.,No recid.
2685,Black,Female,21,0,0,0,190,1,5,No recid.,Did recid.
2686,Black,Female,25,0,0,1,122,0,6,No recid.,Did recid.
2687,Caucasian,Male,54,0,0,0,45,0,1,No recid.,No recid.
2688,Black,Male,34,0,0,3,210,1,1,Did recid.,No recid.
2689,Black,Female,28,0,0,2,45,0,2,No recid.,No recid.
2690,Caucasian,Female,53,0,0,4,253,1,1,Did recid.,No recid.
2691,Black,Male,54,0,0,0,368,0,1,No recid.,No recid.
2692,Hispanic,Male,37,0,0,3,28,1,1,Did recid.,No recid.
2696,Black,Male,34,0,0,2,172,1,4,No recid.,No recid.
2697,Hispanic,Male,50,0,0,11,145,0,9,No recid.,Did recid.
2698,Caucasian,Female,60,0,0,0,49,1,1,Did recid.,No recid.
2700,Black,Male,22,0,0,0,190,1,4,No recid.,No recid.
2703,Black,Male,51,0,0,3,172,1,7,No recid.,Did recid.
2704,Black,Male,29,0,0,0,169,1,2,Did recid.,No recid.
2706,Black,Female,28,0,0,1,418,1,5,No recid.,Did recid.
2707,Caucasian,Male,36,0,0,6,190,1,7,No recid.,Did recid.
2708,Black,Male,28,0,0,5,28,0,6,No recid.,Did recid.
2711,Caucasian,Male,33,0,0,0,186,1,1,Did recid.,No recid.
2713,Caucasian,Male,43,0,0,4,45,0,2,No recid.,No recid.
2714,Hispanic,Male,45,0,0,1,45,0,6,No recid.,Did recid.
2716,Caucasian,Male,32,0,0,5,336,1,5,Did recid.,Did recid.
2718,Black,Female,35,0,0,0,306,1,3,Did recid.,No recid.
2719,Black,Male,23,0,0,1,167,1,4,Did recid.,No recid.
2720,Hispanic,Male,41,0,0,1,10,0,1,No recid.,No recid.
2721,Other,Male,25,20,0,24,28,1,10,Did recid.,Did recid.
2722,Hispanic,Male,35,0,1,12,15,1,9,No recid.,Did recid.
2723,Black,Male,25,0,0,4,89,1,6,Did recid.,Did recid.
2724,Caucasian,Male,69,0,0,6,129,1,2,Did recid.,No recid.
2728,Asian,Male,24,0,0,0,45,0,3,No recid.,No recid.
2730,Black,Male,21,0,0,3,186,1,6,Did recid.,Did recid.
2731,Hispanic,Male,28,0,0,0,190,1,4,No recid.,No recid.
2732,Black,Male,47,0,0,23,275,1,7,Did recid.,Did recid.
2733,Other,Male,59,0,0,1,297,1,1,No recid.,No recid.
2735,Black,Male,29,0,1,13,268,1,10,Did recid.,Did recid.
2736,Caucasian,Male,36,0,0,14,190,1,4,Did recid.,No recid.
2737,Black,Male,26,0,0,9,126,1,8,Did recid.,Did recid.
2738,Other,Male,31,0,0,0,426,0,1,No recid.,No recid.
2740,Black,Male,32,0,0,8,190,1,3,Did recid.,No recid.
2742,Caucasian,Female,27,0,0,3,28,1,7,Did recid.,Did recid.
2745,Caucasian,Male,28,0,0,0,108,1,7,No recid.,Did recid.
2746,Caucasian,Male,48,0,0,1,128,0,1,Did recid.,No recid.
2747,Caucasian,Male,23,0,0,2,28,1,7,Did recid.,Did recid.
2748,Caucasian,Male,44,0,0,0,45,0,1,No recid.,No recid.
